"id","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_id","charge_degree","compas_decile_score","two_year_recid","compas_guess","compas_correct","mturk_charge","drug_type","aggregated","weapon","drug_interaction"
5203,2,0,20,1,0,1,28,1,7,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
5204,2,1,31,0,2,10,418,1,8,0,1,0,"Forgery",NA,"Fraud/Forgery",NA,NA
5205,1,0,24,0,0,8,28,1,9,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
5207,1,1,37,0,0,2,379,1,8,1,1,1,"Tampering With Physical Evidence",NA,"Obstruction of Justice",NA,NA
5208,2,0,25,0,0,0,239,0,6,1,1,1,"Operating a Vehicle without a Valid Drivers License",NA,"Car Verification Violations",NA,NA
5209,1,0,26,0,0,0,303,1,3,0,0,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
5211,3,0,29,0,0,0,129,1,3,0,0,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
5213,3,0,33,0,0,3,127,0,2,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
5215,1,0,29,0,0,0,190,1,2,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5216,2,0,41,0,0,4,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
5217,2,0,37,0,0,0,169,1,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
5218,1,0,46,0,0,2,366,1,3,0,0,1,"Purchasing Cocaine","Cocaine","Drug-Related",NA,"Purchasing"
5219,1,1,56,0,0,10,306,1,5,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5222,2,0,23,0,0,0,190,1,3,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5223,2,1,23,0,0,1,268,1,5,1,1,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
5224,2,0,25,0,0,0,277,1,8,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5225,2,0,24,0,0,1,252,1,7,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5226,2,0,35,0,0,27,190,1,10,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5227,2,0,48,0,0,10,112,1,8,0,1,0,"Dealing Cocaine","Cocaine","Drug-Related",NA,"Dealing"
5231,3,0,26,0,0,1,133,0,2,1,0,0,"Driving Under the Influence",NA,"DUI",NA,NA
5232,1,0,24,0,0,2,58,1,7,1,1,1,"Burglary",NA,"Burglary",NA,NA
5236,2,0,25,0,1,8,28,1,10,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
5243,2,0,23,0,0,0,65,1,9,1,1,1,"Burglary",NA,"Burglary",NA,NA
5244,1,0,43,0,0,2,253,1,1,0,0,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
5246,1,1,53,0,0,0,134,0,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
5247,2,0,24,0,0,1,247,1,6,1,1,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
5248,2,0,25,1,0,4,45,0,9,0,1,0,"Battery",NA,"Battery",FALSE,NA
5249,2,0,28,0,0,0,236,1,4,0,0,1,"Offense Against Intellectual Property",NA,"Other",NA,NA
5251,1,0,21,0,0,1,190,1,3,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5252,6,0,31,0,0,0,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
5253,1,0,33,0,0,3,259,1,7,1,1,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
5255,2,1,35,0,0,1,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
5258,1,0,55,0,0,3,424,0,3,0,0,1,"Domestic Violence",NA,"Abuse",NA,NA
5259,3,0,50,0,0,9,45,0,5,1,1,1,"Battery",NA,"Battery",FALSE,NA
5260,2,0,28,0,0,0,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
5261,1,0,44,0,0,0,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
5262,1,1,48,0,0,2,1,1,1,0,0,1,"Abuse",NA,"Abuse",NA,NA
5263,2,0,19,2,1,3,71,1,10,1,1,1,"Carrying a Concealed Weapon",NA,"Carrying a Concealed Weapon",NA,NA
5264,6,0,23,0,0,2,337,0,7,0,1,0,"Resisting an Officer",NA,"Resisting",NA,NA
5265,2,0,24,0,0,3,256,1,8,1,1,1,"Unlawful Possession of Firearm",NA,"Other",NA,NA
5266,1,0,50,0,0,2,306,1,3,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5270,2,0,31,0,0,0,45,0,4,0,0,1,"Battery",NA,"Battery",FALSE,NA
5271,1,1,28,0,0,0,306,1,4,1,0,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5272,1,0,42,0,0,0,15,1,1,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
5274,2,0,21,0,0,0,15,0,9,1,1,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
5275,2,0,29,0,0,5,28,1,10,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
5276,1,0,48,0,0,1,10,1,1,0,0,1,"Battery with a Deadly Weapon",NA,"Battery",TRUE,NA
5278,1,0,21,0,0,0,280,1,8,1,1,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
5279,6,0,24,0,0,0,286,0,4,1,0,0,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
5280,1,0,31,0,0,3,375,1,5,1,1,1,"Tampering with a Witness",NA,"Obstruction of Justice",NA,NA
5281,3,0,23,0,0,0,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
5282,1,0,27,0,0,0,129,1,9,1,1,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
5287,6,0,32,0,0,0,336,0,2,0,0,1,"Resisting an Officer with Violence",NA,"Resisting",NA,NA
5288,1,0,75,0,0,1,279,1,4,1,0,0,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
5289,2,0,28,0,0,7,28,1,5,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
5290,1,0,67,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5293,2,1,32,0,0,11,129,1,7,0,1,0,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
5294,2,0,44,0,0,7,28,1,4,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
5295,2,0,25,0,0,1,28,1,4,1,0,0,"arrest case no charge",NA,"No Charge",NA,NA
5297,2,1,30,0,0,15,45,0,8,1,1,1,"Battery",NA,"Battery",FALSE,NA
5298,1,0,28,0,1,9,127,0,4,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
5301,2,0,27,0,0,0,28,1,6,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
5307,2,0,36,0,0,4,306,1,4,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5308,6,0,36,0,0,8,28,0,2,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
5309,1,1,25,0,0,0,326,0,4,0,0,1,"Prostitution",NA,"Prostitution",NA,NA
5312,1,0,31,0,0,5,129,1,5,1,1,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
5313,1,0,30,0,0,0,134,0,1,1,0,0,"Driving Under the Influence",NA,"DUI",NA,NA
5314,2,0,33,0,0,4,28,1,2,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
5315,3,0,38,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5316,2,0,26,0,0,1,127,0,3,1,0,0,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
5318,3,0,52,0,0,5,10,1,3,1,0,0,"Battery with a Deadly Weapon",NA,"Battery",TRUE,NA
5321,1,1,22,0,0,2,190,0,7,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5322,1,0,50,0,0,0,71,1,1,0,0,1,"Carrying a Concealed Weapon",NA,"Carrying a Concealed Weapon",NA,NA
5323,2,0,37,0,0,4,21,1,1,0,0,1,"Assault",NA,"Assault",FALSE,NA
5324,1,0,58,0,0,1,15,1,1,1,0,0,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
5326,1,0,34,0,0,3,45,0,4,1,0,0,"Battery",NA,"Battery",FALSE,NA
5327,1,0,32,0,0,1,246,1,1,1,0,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
5330,2,0,29,0,0,0,134,0,1,1,0,0,"Driving Under the Influence",NA,"DUI",NA,NA
5331,2,0,27,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5332,1,0,39,0,0,5,65,1,3,0,0,1,"Burglary",NA,"Burglary",NA,NA
5333,2,0,24,0,0,0,49,1,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
5334,2,0,38,1,0,8,122,0,7,0,1,0,"Disorderly Conduct",NA,"Other",NA,NA
5335,1,0,52,0,0,7,336,1,2,0,0,1,"Resisting an Officer with Violence",NA,"Resisting",NA,NA
5337,2,0,56,0,0,3,45,0,2,1,0,0,"Battery",NA,"Battery",FALSE,NA
5339,1,0,46,0,0,7,186,1,6,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5341,1,0,38,0,0,5,43,1,1,1,0,0,"Robbery",NA,"Robbery/Theft",FALSE,NA
5342,1,0,47,0,0,3,242,0,5,0,1,0,"Theft",NA,"Robbery/Theft",FALSE,NA
5344,1,0,32,0,0,0,61,1,1,0,0,1,"Burglary",NA,"Burglary",NA,NA
5346,2,0,34,0,1,27,45,0,7,0,1,0,"Battery",NA,"Battery",FALSE,NA
5347,2,0,42,0,0,5,170,1,6,0,1,0,"Battery",NA,"Battery",FALSE,NA
5348,2,1,35,0,0,0,47,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
5349,1,0,20,0,0,0,190,1,10,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5350,1,1,32,0,0,2,306,1,10,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5351,1,0,21,0,0,0,283,0,5,0,1,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
5352,2,0,24,0,0,0,128,0,2,1,0,0,"Driving Under the Influence",NA,"DUI",NA,NA
5354,2,0,24,0,0,1,328,0,9,1,1,1,"Loitering",NA,"Loitering",NA,NA
5355,3,0,55,0,0,2,390,1,1,0,0,1,"Drug Trafficking",NA,"Drug-Related",NA,"Drug Trafficking"
5358,2,0,26,0,0,0,283,0,3,1,0,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
5360,1,0,52,0,0,8,28,1,2,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
5363,2,0,27,0,0,1,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
5364,1,1,27,0,0,0,45,0,5,0,1,0,"Battery",NA,"Battery",FALSE,NA
5365,1,0,56,0,0,0,339,1,1,0,0,1,"Theft",NA,"Robbery/Theft",FALSE,NA
5366,1,0,52,0,0,16,312,1,9,1,1,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
5367,2,0,37,0,0,3,25,1,1,1,0,0,"Aiding Escape",NA,"Fleeing and Aiding Escape",NA,NA
5369,2,0,45,0,0,0,199,0,1,0,0,1,"Interference with Traffic Control Railroad Divide",NA,"Other",NA,NA
5370,2,0,23,0,0,1,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
5371,1,1,36,0,0,3,28,1,6,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
5372,2,1,29,0,0,0,190,1,2,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5373,3,0,21,0,0,0,28,1,3,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
5374,6,0,20,0,2,3,45,0,2,1,0,0,"Battery",NA,"Battery",FALSE,NA
5377,2,0,69,0,0,3,28,1,6,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
5379,2,0,27,0,1,11,170,1,8,0,1,0,"Battery",NA,"Battery",FALSE,NA
5380,2,0,28,1,0,11,306,1,8,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5381,2,0,38,0,0,4,374,0,1,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
5382,6,0,30,0,0,0,169,1,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5383,2,1,19,0,0,1,65,1,9,1,1,1,"Burglary",NA,"Burglary",NA,NA
5386,1,1,37,0,0,1,317,1,1,0,0,1,"Possession of Meth","Meth","Drug-Related",NA,"Possession"
5387,2,0,34,0,0,0,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
5388,1,0,37,0,0,7,175,1,8,1,1,1,"Theft",NA,"Robbery/Theft",FALSE,NA
5389,2,0,21,0,0,1,329,1,8,0,1,0,"Purchasing Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Purchasing"
5390,2,0,21,0,0,0,342,1,9,1,1,1,"Robbery",NA,"Robbery/Theft",FALSE,NA
5391,1,1,38,0,0,3,28,1,4,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
5392,2,0,47,0,0,1,45,0,4,0,0,1,"Battery",NA,"Battery",FALSE,NA
5394,1,0,56,0,0,3,47,1,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
5395,2,0,27,0,0,2,377,1,7,1,1,1,"Tampering with a Witness",NA,"Obstruction of Justice",NA,NA
5398,2,0,23,0,0,0,128,0,8,0,1,0,"Driving Under the Influence",NA,"DUI",NA,NA
5399,1,0,57,0,0,0,169,1,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5400,2,0,25,0,1,9,28,1,7,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
5402,2,1,23,0,0,2,49,1,10,1,1,1,"Battery",NA,"Battery",FALSE,NA
5403,2,0,32,0,0,8,28,1,10,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
5404,2,1,36,0,0,2,426,0,5,0,1,0,"Restraining Order Violation",NA,"Other",NA,NA
5405,2,0,41,0,0,5,127,0,5,0,1,0,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
5406,3,0,31,0,0,2,15,1,3,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
5410,6,1,39,0,0,0,190,1,1,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5411,2,0,21,0,0,1,28,1,6,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
5412,1,0,43,0,0,8,42,1,4,1,0,0,"Robbery",NA,"Robbery/Theft",FALSE,NA
5416,2,0,31,0,0,2,374,0,4,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
5417,1,0,37,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5418,2,0,27,0,0,0,190,1,2,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5420,2,0,22,0,0,2,297,1,4,1,0,0,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
5423,1,0,59,0,0,2,317,1,1,0,0,1,"Possession of Meth","Meth","Drug-Related",NA,"Possession"
5425,2,1,33,0,0,0,306,1,9,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5426,1,0,39,0,0,21,312,1,10,0,1,0,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
5427,2,1,43,0,0,2,306,1,3,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5428,1,0,25,0,0,5,336,1,4,1,0,0,"Resisting an Officer with Violence",NA,"Resisting",NA,NA
5429,2,0,36,3,0,19,28,0,10,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
5430,2,0,23,0,0,3,65,1,5,1,1,1,"Burglary",NA,"Burglary",NA,NA
5431,1,1,43,0,0,3,423,0,2,1,0,0,"Domestic Violence",NA,"Abuse",NA,NA
5432,1,0,56,0,0,9,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
5433,2,1,20,0,0,1,175,1,8,1,1,1,"Theft",NA,"Robbery/Theft",FALSE,NA
5434,2,0,50,0,0,2,341,0,5,1,1,1,"Theft",NA,"Robbery/Theft",FALSE,NA
5435,6,0,24,0,0,2,28,0,8,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
5436,1,1,54,0,0,1,128,0,2,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
5438,2,0,20,0,0,1,186,1,10,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5439,6,0,36,0,0,3,423,0,4,1,0,0,"Domestic Violence",NA,"Abuse",NA,NA
5440,2,1,36,0,0,3,268,1,6,1,1,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
5441,2,0,56,0,0,0,401,0,4,0,0,1,"Trespassing",NA,"Trespassing",NA,NA
5442,2,0,25,0,0,28,31,0,9,1,1,1,"Assault",NA,"Assault",FALSE,NA
5443,2,0,25,1,0,2,306,1,9,0,1,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5444,1,1,42,0,0,1,152,1,3,1,0,0,"Failure to Redeliver Hired or Leased Property",NA,"Other",NA,NA
5445,2,0,34,0,2,9,374,0,10,1,1,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
5446,2,0,48,0,0,4,190,1,6,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5447,2,0,34,1,0,21,45,0,10,1,1,1,"Battery",NA,"Battery",FALSE,NA
5448,1,0,28,0,0,0,390,1,2,0,0,1,"Drug Trafficking",NA,"Drug-Related",NA,"Drug Trafficking"
5449,1,0,32,0,0,1,64,1,3,0,0,1,"Burglary",NA,"Burglary",NA,NA
5451,1,1,31,0,0,2,186,1,1,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5453,2,1,24,0,0,4,306,1,9,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5454,1,1,25,0,0,0,313,1,4,1,0,0,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
5455,1,1,32,0,0,4,336,1,2,0,0,1,"Resisting an Officer with Violence",NA,"Resisting",NA,NA
5456,2,0,37,0,0,20,129,1,9,1,1,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
5458,2,0,24,0,0,1,49,1,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
5459,2,0,48,0,0,0,169,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5460,2,0,25,1,2,9,28,1,9,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
5461,2,0,35,0,0,1,306,1,2,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5463,2,0,21,0,0,1,39,1,4,1,0,0,"Burglary",NA,"Burglary",NA,NA
5465,2,1,21,0,0,0,190,1,10,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5472,1,1,27,0,0,0,190,1,2,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5473,2,0,22,0,0,0,35,1,2,0,0,1,"Burglary",NA,"Burglary",NA,NA
5474,2,0,28,0,0,4,246,1,5,0,1,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
5475,2,0,26,0,0,0,239,0,2,0,0,1,"Operating a Vehicle without a Valid Drivers License",NA,"Car Verification Violations",NA,NA
5476,6,0,23,0,0,0,169,0,2,1,0,0,"Battery",NA,"Battery",FALSE,NA
5477,1,0,34,0,0,0,319,1,2,0,0,1,"Possession of Oxycodone","Oxycodone","Drug-Related",NA,"Possession"
5479,2,0,22,0,0,3,5,1,9,0,1,0,"Assault",NA,"Assault",FALSE,NA
5482,6,0,30,0,0,5,159,1,5,1,1,1,"False Imprisonment",NA,"False Imprisonment",NA,NA
5483,1,0,44,0,0,5,28,1,2,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
5484,1,0,57,0,0,1,16,1,2,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
5485,2,0,22,0,0,0,92,1,8,1,1,1,"Criminal Damage of less than $1000",NA,"Criminal Damage",NA,NA
5487,2,0,34,0,0,0,303,1,3,0,0,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
5489,2,0,24,0,0,7,21,1,8,1,1,1,"Assault",NA,"Assault",FALSE,NA
5491,1,0,20,0,0,0,306,1,4,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5492,1,0,35,0,0,2,311,1,9,0,1,0,"Possession of Heroin","Heroin","Drug-Related",NA,"Possession"
5494,3,0,53,0,0,1,242,0,1,1,0,0,"Theft",NA,"Robbery/Theft",FALSE,NA
5495,2,0,60,0,0,13,311,1,3,0,0,1,"Possession of Heroin","Heroin","Drug-Related",NA,"Possession"
5496,2,1,22,0,0,2,6,1,5,0,1,0,"Battery",NA,"Battery",FALSE,NA
5497,3,0,43,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5500,1,0,72,0,0,7,344,1,4,0,0,1,"Robbery",NA,"Robbery/Theft",FALSE,NA
5501,2,0,33,0,0,3,306,1,5,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5502,2,0,24,0,0,1,64,1,4,1,0,0,"Burglary",NA,"Burglary",NA,NA
5505,2,0,60,0,0,0,34,1,1,0,0,1,"Burglary",NA,"Burglary",NA,NA
5506,1,0,24,0,0,3,21,1,5,1,1,1,"Assault",NA,"Assault",FALSE,NA
5507,6,0,43,0,0,2,127,0,2,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
5508,2,0,30,0,0,1,45,0,4,0,0,1,"Battery",NA,"Battery",FALSE,NA
5511,1,1,43,0,0,0,45,0,6,0,1,0,"Battery",NA,"Battery",FALSE,NA
5512,3,0,48,0,0,1,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5514,6,0,54,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5515,2,0,45,0,0,1,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5517,6,0,36,0,0,0,129,1,4,0,0,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
5518,1,0,31,0,0,1,128,0,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
5519,2,0,40,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5520,1,0,50,0,0,1,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
5522,6,1,26,0,0,1,28,0,6,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
5524,2,0,41,0,0,7,28,1,4,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
5525,1,0,34,0,0,5,280,1,6,1,1,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
5528,1,1,28,0,0,0,306,1,6,0,1,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5530,2,0,30,0,0,1,225,1,1,0,0,1,"Murder",NA,"Murder/Manslaughter",NA,NA
5531,1,0,23,0,0,2,229,1,9,1,1,1,"Child Neglect",NA,"Neglect",NA,NA
5532,3,1,37,0,0,0,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
5534,3,0,35,0,0,5,333,0,2,0,0,1,"Reckless Driving",NA,"Reckless Driving",NA,NA
5535,1,0,21,0,0,1,58,1,6,1,1,1,"Burglary",NA,"Burglary",NA,NA
5536,2,0,45,0,0,1,28,1,9,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
5537,2,1,22,0,1,2,45,0,8,1,1,1,"Battery",NA,"Battery",FALSE,NA
5539,2,0,29,0,0,6,306,1,8,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5542,2,1,30,0,0,0,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
5543,1,0,45,0,0,3,45,0,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
5544,2,1,24,0,0,2,181,1,4,0,0,1,"Fraud",NA,"Fraud/Forgery",NA,NA
5545,1,0,31,0,0,4,170,1,8,1,1,1,"Battery",NA,"Battery",FALSE,NA
5546,1,0,56,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5548,3,1,44,0,0,4,49,1,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
5550,2,0,24,0,4,14,186,1,10,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5551,2,0,38,0,0,11,167,1,6,0,1,0,"Battery",NA,"Battery",FALSE,NA
5552,2,0,51,0,0,22,28,1,9,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
5553,1,0,22,0,0,0,6,1,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
5554,2,0,28,0,0,5,28,0,8,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
5556,2,0,47,0,0,19,306,1,8,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5557,2,0,51,0,0,0,423,0,4,1,0,0,"Domestic Violence",NA,"Abuse",NA,NA
5558,1,0,25,0,0,1,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
5560,3,0,53,0,0,1,129,1,1,0,0,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
5561,2,0,30,0,0,0,190,1,1,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
5563,1,0,33,0,0,0,306,1,6,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5564,2,0,35,0,0,5,13,1,4,1,0,0,"Stalking",NA,"Stalking",NA,NA
5567,2,1,33,0,0,0,229,1,2,0,0,1,"Child Neglect",NA,"Neglect",NA,NA
5568,2,0,65,0,0,11,306,1,10,0,1,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5569,6,0,59,0,0,1,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
5572,2,1,37,0,0,4,28,0,5,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
5573,1,1,33,0,0,1,28,1,7,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
5574,2,0,27,0,0,2,28,1,7,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
5575,2,1,29,0,0,9,250,1,7,1,1,1,"Theft",NA,"Robbery/Theft",FALSE,NA
5576,5,0,26,0,0,11,306,1,8,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5578,2,0,24,0,0,3,15,1,10,1,1,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
5579,2,0,43,0,0,5,275,1,9,0,1,0,"Unlawful Possession of Firearm",NA,"Other",NA,NA
5583,2,0,37,0,0,11,45,0,7,1,1,1,"Battery",NA,"Battery",FALSE,NA
5584,2,0,53,0,0,13,260,1,7,0,1,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
5585,2,0,43,0,0,4,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
5586,2,0,26,0,0,4,280,1,8,1,1,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
5590,1,1,30,0,0,1,243,0,3,0,0,1,"Theft",NA,"Robbery/Theft",FALSE,NA
5591,2,0,27,0,0,6,146,1,7,1,1,1,"Fabricating Physical Evidence",NA,"Other",NA,NA
